,topic,user_email,start_time,end_time,duration,total_minutes,participants_count
1620,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-09-29T13:50:54Z,2020-09-29T16:53:35Z,183,3694,37
1621,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-07-21T13:32:12Z,2020-07-21T16:57:46Z,206,2908,21
1622,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-07-14T13:37:43Z,2020-07-14T14:29:39Z,52,91,2
1623,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-12-01T14:45:38Z,2020-12-01T18:43:29Z,238,1972,17
1624,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-06-30T13:40:38Z,2020-06-30T16:47:33Z,187,604,4
1625,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-03-17T14:16:12Z,2020-03-17T17:02:47Z,167,1442,25
1626,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-09-08T13:43:38Z,2020-09-08T17:19:22Z,216,1147,14
1627,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-09-01T13:46:59Z,2020-09-01T16:53:53Z,187,774,5
1628,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-01-26T14:23:35Z,2021-01-26T17:53:44Z,211,732,4
1629,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-03-09T14:32:12Z,2021-03-09T18:03:11Z,211,831,7
1630,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-01-19T14:48:42Z,2021-01-19T18:10:41Z,202,889,5
1631,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-12-08T14:40:16Z,2020-12-08T17:54:20Z,195,1692,13
1632,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-09-15T13:12:57Z,2020-09-15T16:57:18Z,225,3678,35
1633,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-10-27T14:09:45Z,2020-10-27T17:45:31Z,216,1602,14
1634,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-05-12T14:00:13Z,2020-05-12T14:17:07Z,17,75,7
1635,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-03-24T13:13:33Z,2020-03-24T14:12:05Z,59,65,2
1636,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-08-25T13:56:20Z,2020-08-25T16:49:36Z,174,1336,11
1637,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-11-24T14:35:32Z,2020-11-24T17:46:28Z,191,1629,15
1638,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-12-29T15:00:47Z,2020-12-29T17:59:08Z,179,1175,16
1639,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-08-18T13:41:08Z,2020-08-18T17:06:50Z,206,1566,19
1640,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-08-04T13:22:20Z,2020-08-04T16:49:38Z,208,1695,12
1641,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-03-16T15:00:26Z,2021-03-16T18:01:52Z,182,581,9
1642,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-02-02T14:47:09Z,2021-02-02T17:52:30Z,186,1425,9
1643,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-05-04T06:48:57Z,2020-05-04T06:54:03Z,6,5,3
1644,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-06-09T13:57:11Z,2020-06-09T16:49:53Z,173,1390,10
1645,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-06-16T13:47:25Z,2020-06-16T16:53:15Z,186,1168,8
1646,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-07-07T13:48:08Z,2020-07-07T16:05:00Z,137,188,2
1647,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-07-28T13:48:33Z,2020-07-28T16:58:17Z,190,1960,14
1648,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-03-17T17:04:24Z,2020-03-17T18:26:53Z,83,254,7
1649,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-03-24T14:15:31Z,2020-03-24T18:03:13Z,228,4864,92
1650,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-11-03T14:21:15Z,2020-11-03T17:52:38Z,212,1359,27
1651,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-01-12T14:57:59Z,2021-01-12T18:00:55Z,183,625,7
1652,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2020-09-22T13:45:43Z,2020-09-22T16:59:06Z,194,4603,38
1653,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-01-05T14:51:22Z,2021-01-05T18:13:15Z,202,1378,11
1654,"Dell EMC, Tuesday, 17:00-20:00",branch90@she-codes.org,2021-02-09T14:55:51Z,2021-02-09T18:12:06Z,197,1554,11
1655,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-07-05T15:09:15Z,2020-07-05T19:17:40Z,249,1801,12
1656,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-11-01T15:32:52Z,2020-11-01T19:52:45Z,260,3591,38
1657,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-08-16T15:14:22Z,2020-08-16T19:48:14Z,274,1750,23
1658,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-10-11T15:16:44Z,2020-10-11T19:13:01Z,237,4172,46
1659,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-11-22T16:00:00Z,2020-11-22T19:26:52Z,207,3234,29
1660,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-07-12T14:44:21Z,2020-07-12T18:30:19Z,226,1660,12
1661,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-08-23T14:50:38Z,2020-08-23T18:34:36Z,224,2111,20
1662,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-11-29T16:14:09Z,2020-11-29T20:05:12Z,232,3187,36
1663,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-03-14T16:10:54Z,2021-03-14T19:34:21Z,204,1825,14
1664,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-08-09T15:16:17Z,2020-08-09T18:26:34Z,191,2050,23
1665,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-08-30T15:15:30Z,2020-08-30T18:17:09Z,182,1441,13
1666,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-04-04T15:18:00Z,2021-04-04T18:24:27Z,187,1771,14
1667,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-10-25T15:57:07Z,2020-10-25T19:42:15Z,226,2972,22
1668,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-12-06T16:12:14Z,2020-12-06T19:37:07Z,205,2889,24
1669,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-06-28T14:56:28Z,2020-06-28T18:33:09Z,217,1772,18
1670,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-07-19T15:13:23Z,2020-07-19T18:29:46Z,197,2380,17
1671,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-03-21T16:16:32Z,2021-03-21T19:27:41Z,192,2003,12
1672,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-03T16:10:56Z,2021-01-03T19:31:46Z,201,2286,18
1673,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-02-14T16:06:35Z,2021-02-14T19:30:26Z,204,2470,17
1674,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-09-13T14:41:17Z,2020-09-13T19:05:19Z,265,8647,90
1675,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-12-27T16:18:52Z,2020-12-27T19:47:09Z,209,2485,17
1676,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-06-21T15:10:52Z,2020-06-21T18:31:32Z,201,2032,13
1677,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-10T16:10:54Z,2021-01-10T19:26:20Z,196,1951,15
1678,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-12-13T16:16:03Z,2020-12-13T19:28:37Z,193,1450,16
1679,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-09-06T15:10:20Z,2020-09-06T18:40:35Z,211,1474,10
1680,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-07-26T15:20:46Z,2020-07-26T18:33:40Z,193,2369,20
1681,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-02-21T16:01:50Z,2021-02-21T19:46:16Z,225,3047,20
1682,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-10-18T14:39:23Z,2020-10-18T18:44:52Z,246,3720,33
1683,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-02-07T16:07:45Z,2021-02-07T19:35:22Z,208,3725,34
1684,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-08-02T15:06:25Z,2020-08-02T18:31:53Z,206,1739,20
1685,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-12-20T16:06:48Z,2020-12-20T19:31:36Z,205,2049,18
1686,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-24T16:24:17Z,2021-01-24T19:24:36Z,181,1386,12
1687,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-31T16:02:31Z,2021-01-31T19:48:08Z,226,5270,47
1688,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-11-08T15:54:31Z,2020-11-08T19:43:58Z,230,5289,47
1689,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-02-28T16:27:32Z,2021-02-28T19:46:08Z,199,2783,21
1690,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-03-07T16:17:48Z,2021-03-07T19:59:38Z,222,3165,19
1691,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-17T16:06:08Z,2021-01-17T19:43:08Z,217,1699,13
1692,SCE Sunday 18:30-21:30,branch90@she-codes.org,2020-11-15T16:13:44Z,2020-11-15T19:43:22Z,210,4423,41
1693,SCE Sunday 18:30-21:30,branch90@she-codes.org,2021-01-24T19:28:30Z,2021-01-24T19:42:38Z,15,22,2
1694,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-02-01T16:21:04Z,2021-02-01T19:38:57Z,198,3798,30
1695,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-10-12T15:20:17Z,2020-10-12T19:00:38Z,221,2926,20
1696,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-01-25T16:19:51Z,2021-01-25T19:30:27Z,191,990,9
1697,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-07-27T15:13:42Z,2020-07-27T18:35:03Z,202,3906,44
1698,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-03-08T16:27:28Z,2021-03-08T19:32:29Z,186,1952,16
1699,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-09T16:10:09Z,2020-11-09T16:10:40Z,1,1,2
1700,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-04-06T14:59:04Z,2020-04-06T18:42:27Z,224,7528,365
1701,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-03-22T16:37:10Z,2021-03-22T19:24:16Z,168,924,10
1702,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-05-18T15:19:15Z,2020-05-18T18:34:33Z,196,2685,18
1703,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-09-14T15:15:00Z,2020-09-14T18:39:56Z,205,2396,26
1704,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-03T15:14:48Z,2020-08-03T18:40:37Z,206,3413,30
1705,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-03-15T16:21:36Z,2021-03-15T19:33:59Z,193,1504,13
1706,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-02T16:21:51Z,2020-11-02T19:40:11Z,199,2756,22
1707,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-30T16:20:55Z,2020-11-30T19:39:34Z,199,4523,37
1708,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-16T16:21:38Z,2020-03-16T18:32:34Z,131,1533,32
1709,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-07-20T15:15:23Z,2020-07-20T18:33:02Z,198,4803,46
1710,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-16T18:33:25Z,2020-03-16T18:33:59Z,1,1,2
1711,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-24T15:14:35Z,2020-08-24T18:37:38Z,204,2747,18
1712,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-23T16:10:10Z,2020-03-23T19:46:29Z,217,8574,145
1713,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-05-04T15:08:12Z,2020-05-04T18:35:41Z,208,4747,32
1714,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-24T14:55:03Z,2020-08-24T14:57:42Z,3,3,2
1715,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-10T15:16:43Z,2020-08-10T18:35:30Z,199,2546,23
1716,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-07-06T15:13:54Z,2020-07-06T18:32:52Z,199,1230,11
1717,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-09T16:19:14Z,2020-11-09T19:39:54Z,201,7962,63
1718,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-12-07T16:19:17Z,2020-12-07T19:38:14Z,199,3978,33
1719,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-01-20T10:53:12Z,2021-01-20T10:56:41Z,4,5,2
1720,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-17T18:37:16Z,2020-08-17T18:42:06Z,5,9,2
1721,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-10-19T14:27:26Z,2020-10-19T18:42:04Z,255,3626,31
1722,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-06-08T15:15:25Z,2020-06-08T18:36:18Z,201,2413,17
1723,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-04-05T15:26:40Z,2021-04-05T18:35:33Z,189,1788,15
1724,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-23T16:24:05Z,2020-11-23T19:34:38Z,191,5580,38
1725,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-09-21T15:18:30Z,2020-09-21T18:45:19Z,207,3139,27
1726,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-17T15:17:45Z,2020-08-17T18:37:04Z,200,2767,25
1727,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-06-22T15:14:00Z,2020-06-22T18:41:48Z,208,1835,17
1728,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-08-31T15:10:00Z,2020-08-31T18:32:38Z,203,2700,20
1729,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-01-11T16:24:24Z,2021-01-11T19:33:41Z,190,2244,20
1730,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-16T18:34:44Z,2020-03-16T19:34:21Z,60,210,4
1731,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-06-15T15:21:47Z,2020-06-15T18:34:09Z,193,2049,14
1732,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-07-13T14:47:50Z,2020-07-13T18:32:25Z,225,1732,14
1733,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-12-21T16:22:45Z,2020-12-21T19:36:54Z,195,3566,28
1734,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-11-16T16:21:10Z,2020-11-16T19:38:43Z,198,7369,65
1735,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-30T15:08:47Z,2020-03-30T18:44:52Z,217,7835,208
1736,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-01-04T16:18:33Z,2021-01-04T19:33:08Z,195,2080,19
1737,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-10-26T16:24:13Z,2020-10-26T19:36:34Z,193,2602,21
1738,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-03-16T15:59:30Z,2020-03-16T16:21:30Z,22,99,33
1739,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-05-25T15:14:41Z,2020-05-25T18:37:19Z,203,3191,26
1740,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-06-29T15:13:36Z,2020-06-29T18:32:49Z,200,1767,20
1741,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-12-14T16:22:57Z,2020-12-14T20:00:09Z,218,3202,29
1742,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-06-01T15:19:55Z,2020-06-01T18:34:49Z,195,2207,17
1743,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-02-15T16:24:27Z,2021-02-15T19:37:47Z,194,2293,16
1744,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-09-07T15:27:58Z,2020-09-07T18:36:43Z,189,2935,27
1745,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-12-28T16:24:06Z,2020-12-28T19:33:24Z,190,2874,21
1746,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-03-01T16:27:39Z,2021-03-01T19:34:49Z,188,3102,27
1747,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-02-08T16:25:37Z,2021-02-08T19:36:13Z,191,2588,26
1748,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-02-22T16:23:48Z,2021-02-22T19:33:03Z,190,1965,18
1749,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2020-05-11T15:15:13Z,2020-05-11T18:36:24Z,202,3666,34
1750,"Ben Gurion University, Monday 18:30-21:30",branch90@she-codes.org,2021-01-18T16:20:25Z,2021-01-18T19:32:38Z,193,1679,14
1751,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-04-12T13:41:59Z,2020-04-12T16:27:38Z,166,778,17
1752,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-04-26T13:52:38Z,2020-04-26T16:01:49Z,130,1157,16
1753,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-03-29T13:54:21Z,2020-03-29T14:40:19Z,46,393,39
1754,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-03-29T14:42:13Z,2020-03-29T14:46:52Z,5,9,2
1755,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-03-22T14:57:39Z,2020-03-22T18:03:18Z,186,1440,31
1756,NG - Raanana + Ramat-Gan + Tel-aviv,branch100@she-codes.org,2020-05-03T13:44:39Z,2020-05-03T16:00:49Z,137,942,10
1757,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-04-13T14:45:57Z,2020-04-13T18:12:36Z,207,4660,127
1758,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-03-16T15:47:41Z,2020-03-16T18:56:20Z,189,1135,13
1759,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-03-30T13:53:20Z,2020-03-30T18:17:18Z,264,5309,116
1760,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-03-23T14:52:21Z,2020-03-23T19:13:58Z,262,5993,156
1761,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-04-06T14:52:53Z,2020-04-06T18:17:12Z,205,4315,117
1762,"WeWork Beer Sheva, Monday 18:00-21:00",branch100@she-codes.org,2020-03-16T09:38:02Z,2020-03-16T10:06:16Z,29,42,3
1763,NG - Extra Lesson,branch100@she-codes.org,2020-04-23T13:00:27Z,2020-04-23T14:19:52Z,80,498,21
1764,NG - Extra Lesson,branch100@she-codes.org,2020-04-16T12:57:15Z,2020-04-16T15:00:00Z,123,1061,39
1765,NG - Extra Lesson,branch100@she-codes.org,2020-04-02T12:58:41Z,2020-04-02T13:10:16Z,12,103,23
1766,NG - Extra Lesson,branch100@she-codes.org,2020-04-30T13:01:24Z,2020-04-30T15:13:13Z,132,678,7
1767,NG - Extra Lesson,branch100@she-codes.org,2020-03-26T13:56:23Z,2020-03-26T15:57:31Z,122,929,33
1768,NG - ירושלים אמריקן סנטר ,branch100@she-codes.org,2020-05-06T14:56:58Z,2020-05-06T16:14:19Z,78,152,4
1769,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-05-14T12:57:55Z,2020-05-14T13:20:53Z,23,88,5
1770,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-06-25T12:54:38Z,2020-06-25T13:23:41Z,30,75,3
1771,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-06-04T12:48:40Z,2020-06-04T13:17:35Z,29,65,3
1772,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-06-11T13:06:09Z,2020-06-11T13:18:43Z,13,13,2
1773,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-07-09T12:54:24Z,2020-07-09T13:21:09Z,27,49,2
1774,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-06-18T12:57:16Z,2020-06-18T13:31:51Z,35,66,2
1775,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-05-07T12:51:07Z,2020-05-07T14:57:18Z,127,761,10
1776,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-05-21T12:53:38Z,2020-05-21T15:00:44Z,128,646,8
1777,NG - שיעור השלמה כל הסניפים,branch100@she-codes.org,2020-07-02T12:58:26Z,2020-07-02T14:31:15Z,93,640,13
1778,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-06-28T14:01:56Z,2020-06-28T16:00:14Z,119,1047,12
1779,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-05-10T14:02:29Z,2020-05-10T15:55:33Z,80,705,13
1780,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-07-12T14:01:22Z,2020-07-12T15:57:40Z,117,724,11
1781,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-05-17T13:52:28Z,2020-05-17T16:02:02Z,130,1159,19
1782,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-07-05T13:57:51Z,2020-07-05T15:57:54Z,121,949,13
1783,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-05-31T13:53:36Z,2020-05-31T16:01:22Z,128,1077,15
1784,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-06-21T14:02:28Z,2020-06-21T15:58:27Z,116,1473,24
1785,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-05-24T13:50:51Z,2020-05-24T16:00:09Z,130,1004,15
1786,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-06-14T13:58:34Z,2020-06-14T15:59:48Z,122,741,11
1787,"NG - שיעור ת""א ר""ג רעננה",branch100@she-codes.org,2020-06-07T13:52:00Z,2020-06-07T16:02:36Z,131,964,14
1788,NG -  בויאר ירושלים,branch100@she-codes.org,2020-05-13T08:50:24Z,2020-05-13T10:10:09Z,80,392,11
1789,NG -  בויאר ירושלים,branch100@she-codes.org,2020-05-06T08:49:07Z,2020-05-06T10:06:13Z,78,755,14
1790,אתגר הקיץ - בוקר NG,branch100@she-codes.org,2020-08-17T05:26:31Z,2020-08-17T10:58:42Z,333,11595,114
1791,אתגר הקיץ - בוקר NG,branch100@she-codes.org,2020-08-20T05:38:44Z,2020-08-20T11:25:37Z,347,6801,81
1792,אתגר הקיץ - בוקר NG,branch100@she-codes.org,2020-08-18T04:48:03Z,2020-08-18T11:01:22Z,374,4780,82
1793,אתגר הקיץ - בוקר NG,branch100@she-codes.org,2020-08-19T05:30:21Z,2020-08-19T07:19:28Z,110,2004,47
1794,אתגר הקיץ - בוקר NG,branch100@she-codes.org,2020-08-19T10:18:52Z,2020-08-19T11:00:19Z,42,940,32
1795,WeWork B7 Meeting,branch100@she-codes.org,2020-06-22T13:55:33Z,2020-06-22T18:01:43Z,247,3713,29
1796,WeWork B7 Meeting,branch100@she-codes.org,2020-08-03T14:21:19Z,2020-08-03T18:28:33Z,248,3366,23
1797,WeWork B7 Meeting,branch100@she-codes.org,2020-07-06T14:34:22Z,2020-07-06T18:09:11Z,215,3071,29
1798,WeWork B7 Meeting,branch100@she-codes.org,2020-05-04T14:52:08Z,2020-05-04T18:13:54Z,202,2279,17
1799,WeWork B7 Meeting,branch100@she-codes.org,2020-09-14T14:36:22Z,2020-09-14T18:13:28Z,218,6271,59
1800,WeWork B7 Meeting,branch100@she-codes.org,2020-05-25T14:33:18Z,2020-05-25T18:03:03Z,210,4130,39
1801,WeWork B7 Meeting,branch100@she-codes.org,2020-05-18T14:47:49Z,2020-05-18T17:59:42Z,192,4978,41
1802,WeWork B7 Meeting,branch100@she-codes.org,2020-08-24T14:47:15Z,2020-08-24T18:07:49Z,201,2191,25
1803,WeWork B7 Meeting,branch100@she-codes.org,2020-10-26T15:46:33Z,2020-10-26T19:29:49Z,224,2768,28
1804,WeWork B7 Meeting,branch100@she-codes.org,2020-10-12T14:19:33Z,2020-10-12T18:05:00Z,226,3431,33
1805,WeWork B7 Meeting,branch100@she-codes.org,2020-05-11T14:33:56Z,2020-05-11T18:11:18Z,218,3269,39
1806,WeWork B7 Meeting,branch100@she-codes.org,2020-06-29T14:23:11Z,2020-06-29T18:00:08Z,217,2888,36
1807,WeWork B7 Meeting,branch100@she-codes.org,2020-06-15T14:28:56Z,2020-06-15T18:10:37Z,222,3298,28
1808,WeWork B7 Meeting,branch100@she-codes.org,2020-07-20T14:43:04Z,2020-07-20T18:06:28Z,204,5473,53
1809,WeWork B7 Meeting,branch100@she-codes.org,2020-08-31T14:49:55Z,2020-08-31T18:30:53Z,221,3062,30
1810,WeWork B7 Meeting,branch100@she-codes.org,2020-10-20T18:07:02Z,2020-10-20T19:33:22Z,87,244,4
1811,WeWork B7 Meeting,branch100@she-codes.org,2020-11-02T16:48:24Z,2020-11-02T19:36:54Z,169,283,3
1812,WeWork B7 Meeting,branch100@she-codes.org,2020-06-01T14:33:42Z,2020-06-01T18:10:01Z,217,3684,35
1813,WeWork B7 Meeting,branch100@she-codes.org,2020-06-08T14:38:14Z,2020-06-08T18:11:04Z,213,4583,41
1814,WeWork B7 Meeting,branch100@she-codes.org,2020-08-17T14:43:09Z,2020-08-17T19:04:58Z,262,4113,32
1815,WeWork B7 Meeting,branch100@she-codes.org,2020-07-27T14:37:13Z,2020-07-27T18:08:16Z,212,4888,47
1816,WeWork B7 Meeting,branch100@she-codes.org,2020-09-07T14:34:03Z,2020-09-07T19:01:20Z,268,2461,20
1817,WeWork B7 Meeting,branch100@she-codes.org,2020-07-13T14:45:31Z,2020-07-13T18:09:15Z,204,3435,41
1818,WeWork B7 Meeting,branch100@she-codes.org,2020-10-19T14:52:39Z,2020-10-19T18:19:04Z,207,3065,34
